seen_today,last_seen,freq_7,freq_30,avg_gap,burstiness,exp_today,exp_7,exp_14,exp_30,weibull_today,weibull_7,weibull_14,weibull_30,logistic_today,logistic_7,logistic_14,logistic_30,gbt_today,gbt_7,gbt_14,gbt_30
0,15.0,0.0,4.0,1.3333333333333333,-0.4775922500725171,0.12482668095705252,0.6067592791314018,0.8453617354507452,0.9816843611112658,9.43489289287891e-05,0.008548169195855992,0.04190592470556764,0.2215835341935415,0.09618579897135243,0.09618579897135243,0.5016071461095605,0.9731873502331567,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,0.9999816962296509
0,1.0,5.0,27.0,1.2,-0.3616228270250047,0.5934303402594009,0.9981636952229711,0.9999966279847659,0.9999999999981205,0.7100717350448873,1.0,1.0,1.0,0.9999998077829094,0.9999998077829094,0.9999963793121335,0.9999997870053575,0.9999694131007107,0.9999694131007107,0.9999740641249462,0.9999816962296509
0,19.0,0.0,1.0,507.0,0.0,0.0327838995179941,0.20811043366321835,0.37291091472694393,0.6321205588285577,4.436841338772979e-09,4.036940162155389e-07,2.013048252758054e-06,1.1779056393268483e-05,0.06424211907017818,0.06424211907017818,0.22430654711707673,0.7822191030584443,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,0.9999816962296509
0,77.0,0.0,0.0,507.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,1.1102230246251565e-15,9.992007221626409e-14,4.980460488468452e-13,2.914557484245961e-12,0.0014991201597333156,0.0014991201597333156,0.000269107010462281,0.0025201297472482688,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,82.0,0.0,0.0,17.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,1.3502532425491154e-12,1.228505075445696e-10,6.126031903974649e-10,3.584575414272706e-09,0.000786203777607459,0.000786203777607459,0.00018574178353646277,0.0023271931566635454,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,37.0,0.0,0.0,507.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,3.3132385723888547e-11,3.0146146690057662e-09,1.5032597167063955e-08,8.796146244716141e-08,0.019857141052291787,0.019857141052291787,0.028475141414348554,0.22376868266816188,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,63.0,0.0,0.0,2.740740740740741,-0.19201275920310945,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,1.8887313935067596e-10,1.7184970224626284e-08,8.569411347192357e-08,5.014288720905924e-07,0.003092556999358151,0.003092556999358151,0.001746151148086271,0.023199731860408593,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,2.0,3.0,10.0,2.7,-0.125,0.28346868942621073,0.9030280321355949,0.9905964374485048,0.9999546000702375,0.016262825851412366,0.7750477235939652,0.9994123061615812,1.0,0.9996914810488289,0.9996914810488289,0.9987135065864414,0.9996863696138496,0.9999694131007107,0.9999694131007107,0.9999740641249462,0.9999816962296509
0,134.0,0.0,0.0,507.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,0.0,0.0,0.0,0.0,3.681488369282871e-05,3.681488369282871e-05,3.367901634649637e-07,2.957195958862339e-06,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,1.0,4.0,22.0,1.2990654205607477,-0.3368646005599453,0.5196946989102006,0.9941031285612749,0.9999652269072351,0.9999999997210532,0.30439814552481914,0.9999999999999954,1.0,1.0,0.9999941545166643,0.9999941545166643,0.9999656616959103,0.999998091625366,0.9999694131007107,0.9999694131007107,0.9999740641249462,0.9999816962296509
